HU N P u v hel DD mois heure FFp FFo
94.7 9 1004.1 -5.2 8.8 34.83 2.1 5 15 10.22 15.7
96.5 9 1004.1 3.4 0.2 -46.37 0.08 5 12 3.41 10.8
95.7 8 1001.9 3.7 -1.8 6.85 -0.45 5 15 4.11 10.8
95.7 3 1005.5 3.6 -1.8 38 -0.46 5 21 4.02 4.7
96.9 1 1004.8 7.4 0.4 64.58 0.05 5 15 7.41 10.4
94.6 3 1005.1 7.2 -2.1 51.8 -0.28 5 15 7.5 10.4
91.1 1 1005.7 5.6 -3.1 -6.3 -0.51 5 15 6.4 13.3
93 7 1004.2 10.4 -3.1 136.09 -0.29 5 15 10.85 10.4
97.2 1 1005.9 3.5 4.5 57.28 0.91 5 18 5.7 12.8
94.1 1 1012.5 15.5 -3.4 365.85 -0.22 5 12 15.87 19.4
96.6 1 1020.2 7.8 -3 194.34 -0.37 5 15 8.36 14.2
96.5 1 1021.9 8.7 -3.4 229.72 -0.37 5 15 9.34 14.2
94.7 1 1022 7.1 -3.7 136.16 -0.48 5 9 8.01 13.5
87.7 1 1020.9 8.2 -4.3 179.87 -0.48 5 12 9.26 15.9
96.4 1 1020.5 4.2 -2.1 221.65 -0.47 5 15 4.7 8.6
93.4 1 1016.7 1.1 2.3 14.94 1.12 5 18 2.55 7.3
97.8 1 1019.1 0.3 0.6 -10.61 1.11 5 21 0.67 3.5
94.7 1 1013 -0.4 -1.7 2.2 -1.8 5 15 1.75 5.9
55.1 1 1013.1 -4.1 5.6 10.38 2.2 5 12 6.94 9.4
53.2 1 1014.8 -2.6 6.6 25.04 1.95 5 12 7.09 9.4
98.8 2 1017.6 0.8 -0.4 31.64 -0.45 5 15 0.89 4.9
97.6 1 1018.1 1.4 -0.5 23.32 -0.35 5 15 1.49 4.9
85.5 5 1017.9 1 -0.8 -0.29 -0.67 5 9 1.28 4.3
74.6 5 1017.4 1 3.9 0.61 1.32 5 12 4.03 6.8
79.3 1 1016.7 2.6 -3.2 19.31 -0.89 5 18 4.12 11
92.9 1 1018.9 0.5 -1.7 -12.57 -1.28 5 0 1.77 3.7
94.2 1 1016.9 1.4 -1.3 -11.49 -0.75 5 0 1.91 3.7
67.3 5 1016.3 2.8 -3.6 16.97 -0.91 5 12 4.56 7.3
81.1 1 1015.4 3 -3.7 24.34 -0.89 5 18 4.76 10.8
86.2 1 1015.5 -0.4 -3.4 27.53 -1.69 5 15 3.42 4.6
66.9 1 1016.1 4.6 -4 33.65 -0.72 5 18 6.1 9
81.9 1 1019.1 0.1 -1.2 31.27 -1.49 5 15 1.2 3
73.6 1 1019.8 3.4 -0.3 12.69 -0.08 5 9 3.41 4.7
86.1 1 1021.3 6.8 -0.7 2.5 -0.11 5 9 6.84 4.5
75.3 1 1020.1 0.2 -1.7 16.54 -1.45 6 0 1.71 6.8
64.8 1 1019.6 0.3 -2.5 -9.73 -1.45 6 0 2.52 6.8
63 1 1018.8 1.5 -4.8 -53.08 -1.27 6 0 5.03 6.8
63.5 1 1018.5 -1.1 -4 -22.06 -1.84 6 15 4.15 4
48.9 1 1015.1 -0.3 -0.6 11.68 -2.04 6 21 0.67 4.5
58.1 1 1011.6 -3.2 5.3 25.58 2.11 6 18 6.19 8.6
98.2 1 1013.8 1.9 2.1 12.42 0.83 6 15 2.83 7.5
96.4 1 1014.6 3.1 1.6 -21.12 0.48 6 15 3.49 8.1
89.6 1 1016.6 7 -4.6 -2.65 -0.58 6 21 8.38 7.2
89.2 1 1017.1 6.3 -4.1 -41.9 -0.58 6 15 7.52 9.5
68.6 1 1017.3 8.1 -5.4 -3.29 -0.59 6 9 9.73 13.2
89.2 1 1019.8 3 -5 -25.71 -1.03 6 0 5.83 8.8
43.2 1 1016.2 4.5 0.6 -3.31 0.13 6 12 4.54 6.5
36.3 1 1014.5 5.4 1.6 4.34 0.29 6 15 5.63 8.3
40.2 1 1014.4 5.3 2 4.2 0.36 6 15 5.66 8.3
52.4 1 1014.8 5.1 -2.8 -10.91 -0.5 6 15 5.82 8.3
40 1 1013.8 3.4 1 -5.61 0.28 6 18 3.54 6.6
78 1 1015.8 0.6 -0.4 -8.3 -0.59 6 0 0.72 3.4
51.7 1 1011.9 -0.6 -0.7 5.66 -2.28 6 15 0.92 3.1
63.3 7 1012.9 4.8 0.5 -9.14 0.11 6 9 4.83 3.4
87.5 1 1007.4 -4 0.9 288.49 2.92 6 15 4.1 13.1
92 2 1007.1 -6.1 6.2 333.68 2.35 6 15 8.7 13.7
87.7 3 1011.7 2.2 -1.8 -122.12 -0.68 6 21 2.84 6.7
94 2 1011.1 3.1 -4.1 -15.28 -0.92 6 15 5.14 11.2
90.7 1 1013.2 3.5 -4.9 -37.31 -0.95 6 15 6.02 8.9
67.4 1 1016.2 5.3 -6.7 -46.92 -0.9 6 18 8.54 12.6
69.8 1 1015.9 4.6 -6.1 -37.34 -0.92 6 18 7.64 12.6
77.2 1 1018.3 3 -3.1 -55.06 -0.8 6 0 4.31 11.1
66.4 1 1015.9 0 -0.3 -10.47 -1.57 6 15 0.3 6.2
93.8 1 1012.4 7.5 -3.2 -18.06 -0.4 6 0 8.15 9.1
85.9 1 1010.4 6 0.1 1.77 0 6 9 6 13
91.7 1 1007.1 9.2 -2.2 10.55 -0.23 6 15 9.46 8.7
90 1 1007.6 9.5 -1.8 28.27 -0.19 6 15 9.67 11.7
87.2 2 1011.7 9.9 -0.6 40.9 -0.06 6 12 9.92 13.2
89.1 1 1016.7 6.4 -3.8 -23.76 -0.54 6 21 7.44 12.5
70.4 1 1018.6 8 -2.8 2.04 -0.34 6 12 8.48 8.7
66.7 1 1017.7 7 -1 10.09 -0.14 6 15 7.07 9.7
40.6 1 1016.8 -2 4.8 -11.11 1.97 6 12 5.2 8.3
59.6 1 1016.1 -2.4 6.4 17.27 1.93 6 18 6.84 11.4
85.3 1 1018.1 -2.9 0.2 81.18 3.06 6 0 2.91 7.7
80.2 1 1017.6 -4.7 3 199.68 2.57 6 0 5.58 7.7
83.7 1 1019.3 -3.9 5.6 144.91 2.18 6 15 6.82 8.6
61 1 1019.5 -4.3 8.3 39.61 2.05 6 12 9.35 12.8
30.6 1 1020.7 -4.9 2.1 146.16 2.74 6 0 5.33 8.5
43.2 1 1017.9 -5.1 2.6 139.73 2.67 6 0 5.72 8.5
38.5 1 1019.5 -4.6 3.3 148.51 2.52 6 15 5.66 7.6
51.1 1 1020.4 -2.1 5.2 19.78 1.95 6 9 5.61 11.1
47.4 1 1021.7 -0.5 1.2 -14.27 1.97 6 21 1.3 5.5
55.8 1 1020.6 0.7 0.2 44.9 0.29 6 0 0.73 2.9
93.2 1 1021.7 -0.7 -1.8 -10.81 -1.94 6 15 1.93 4.4
53.1 1 1018.5 -1.1 6.5 14.69 1.74 6 12 6.59 6.8
41.1 1 1016.8 -3.8 7.9 -4.2 2.02 6 15 8.77 12.4
36 1 1016.5 -5.4 6 339.87 2.3 6 0 8.07 10.9
42 6 1016.4 -4.7 6.1 45.37 2.23 6 18 7.7 9.5
51.3 1 1014.6 -5.3 2.4 172.64 2.72 6 15 5.82 8
81.2 1 1016.8 -1.1 -0.8 7.48 -2.51 6 0 1.36 3.9
97 1 1015.3 0.5 -0.4 -57.95 -0.67 6 15 0.64 5.4
72.5 1 1016.2 5.8 -2.9 -1.95 -0.46 6 12 6.48 3.9
65.3 3 1012.3 -0.7 4.1 2.96 1.74 6 15 4.16 5.1
60.8 1 1012.3 4.3 2.2 1.69 0.47 6 15 4.83 5.1
66.7 1 1015 3 -4.6 -4.37 -0.99 6 18 5.49 6.3
56.6 1 1012.9 -2.4 1.5 21.69 2.58 6 21 2.83 5.2
78.8 4 1012.6 -0.4 2.1 -6.08 1.76 6 21 2.14 5.2
82.2 1 1011.5 -0.9 -1.2 44.21 -2.21 6 15 1.5 4.7
60.6 1 1019.4 9.3 -7.6 -138.63 -0.69 6 18 12.01 17.5
57.6 1 1020.7 7.7 -5.2 -88.45 -0.59 6 21 9.29 15.4
46 1 1022.5 4.4 -6 -39.28 -0.94 6 12 7.44 10.7
57.9 1 1022.3 0.9 -1.5 -20.03 -1.03 6 0 1.75 4
57.3 1 1022.4 2.4 -3.4 0.23 -0.96 6 0 4.16 11
72 1 1022.3 4.8 -5.3 -64.66 -0.83 6 15 7.15 8.8
84.3 1 1021.4 -1.6 -3.8 -26.85 -1.97 6 15 4.12 7.5
82.2 1 1021 -0.8 -3.7 -50.4 -1.78 6 15 3.79 7.2
59.9 5 1014.1 -3 -0.3 145.55 -3.06 6 15 3.01 7.9
65.3 1 1013.6 -3.3 3.4 56.55 2.34 6 21 4.74 8.5
59.3 1 1012.2 -2.9 6 5.3 2.02 6 18 6.66 8.4
88.7 1 1014.4 0.6 1 46.04 1.03 6 0 1.17 5.9
88.7 1 1012.9 -4.8 4.2 174.61 2.42 6 15 6.38 6.8
89.9 1 1016.4 5.9 -1.7 31.83 -0.28 7 0 6.14 8.7
88.6 1 1013.6 -3.4 5.3 136.7 2.14 7 0 6.3 8.7
95 3 1017 4.3 -2.8 35.03 -0.58 7 15 5.13 7.4
93.2 6 1016.9 4.3 -5.6 99.22 -0.92 7 15 7.06 15.6
93.5 1 1017.5 3.5 -2.3 128.64 -0.58 7 21 4.19 14.4
89.2 1 1019.1 4.3 -5.6 9.76 -0.92 7 15 7.06 12.7
92 1 1019 4.9 -4.4 13.34 -0.73 7 15 6.59 12.7
63.2 4 1020.2 2.2 -2 -10.79 -0.74 7 21 2.97 9.5
79.1 1 1019.6 1.3 -1.3 -4.4 -0.79 7 0 1.84 7.1
46.5 1 1015.4 -0.4 -0.7 3.76 -2.09 7 0 0.81 2.7
99.3 2 1011.2 0.1 0.6 8.11 1.41 7 15 0.61 8.1
94.8 7 1013.6 5.2 -0.8 -24.86 -0.15 7 18 5.26 7.7
96.6 5 1011.8 3.7 1.2 -10.92 0.31 7 18 3.89 7.7
71.3 1 1016 2.6 -0.4 -44.12 -0.15 7 21 2.63 6.4
85.1 1 1015.2 -0.4 -1 -43.9 -1.95 7 0 1.08 4.9
86 1 1015.6 -0.3 -1 -32.88 -1.86 7 15 1.04 3.8
65.8 1 1012.3 -4.4 9.1 125.96 2.02 7 12 10.11 12.1
61.7 1 1011.3 -4.3 6.2 40.96 2.18 7 18 7.55 12.9
57.7 1 1012.6 -2.4 4.3 13.53 2.08 7 18 4.92 12.9
62.3 1 1020.1 4.9 -6.1 -59.22 -0.89 7 21 7.82 9.4
74.1 1 1020.9 5.4 -5.7 -66.65 -0.81 7 15 7.85 10.3
45.2 1 1019 5.1 -5.7 -10.74 -0.84 7 18 7.65 8.2
54.4 1 1017.6 4 -2.9 -18.91 -0.63 7 18 4.94 8.2
52.7 1 1018.5 1.8 -1.6 -36.18 -0.73 7 21 2.41 6.6
49 1 1013.4 5.3 2.5 -24.16 0.44 7 12 5.86 6.9
88.2 1 1015 6.2 -2.9 -57.16 -0.44 7 15 6.84 8.9
74.3 1 1015.9 6.1 -5.1 -94.15 -0.7 7 9 7.95 10.4
56.1 1 1015.2 6.7 -5.2 -19.16 -0.66 7 15 8.48 14
62.2 1 1015.7 8.3 -4.1 -18.18 -0.46 7 15 9.26 14
86.1 1 1019 7.5 -4.6 -36.08 -0.55 7 15 8.8 12.2
86.3 1 1020.4 7.4 -4.8 22.7 -0.58 7 15 8.82 13.8
76.9 1 1023.2 7.1 -6.5 -26.7 -0.74 7 18 9.63 16.6
72.3 1 1023.8 8.5 -8.7 -34.94 -0.8 7 18 12.16 16.6
48.2 1 1027.5 5.2 -6.2 -4.46 -0.87 7 12 8.09 12.1
45.2 1 1025.8 6.3 -5.2 66.65 -0.69 7 18 8.17 12.4
76.5 1 1024 0 -3.5 -56.46 -1.57 7 15 3.5 5.2
31.2 1 1017 4 -2.8 4.6 -0.61 7 18 4.88 8.2
52.5 1 1015.5 1.9 -3.7 -29.33 -1.1 7 21 4.16 8.8
71.9 1 1016 2.8 -4.4 -60.67 -1 7 0 5.22 7.4
72.4 1 1015.5 1.2 -3.1 -49.96 -1.2 7 0 3.32 7.4
81.4 1 1014.8 0.2 -0.9 -56.9 -1.35 7 15 0.92 6.5
90 1 1015.6 1.1 -1.3 -77.63 -0.87 7 15 1.7 6.5
40.4 1 1014.7 6.2 -2.2 -13.33 -0.34 7 12 6.58 8.5
54.9 1 1015.3 6.1 -4.1 -28.97 -0.59 7 12 7.35 8.5
50.7 2 1014.5 6.8 -4.6 -26.04 -0.59 7 15 8.21 10.9
72.9 1 1018.2 4.8 -5.3 -48.9 -0.83 7 0 7.15 12.6
84.2 1 1018.8 2.6 -3.9 -56.61 -0.98 7 15 4.69 10.2
35.4 1 1017.4 8.3 -6.8 33.8 -0.69 7 18 10.73 13.8
49.5 1 1020.5 1.2 -7.4 -91.6 -1.41 7 0 7.5 8.9
31 1 1019.4 3.6 -9.8 34.82 -1.22 7 15 10.44 15.8
36.3 1 1020.1 2.5 -9.7 42.38 -1.32 7 18 10.02 16.6
54.6 1 1020.9 -0.6 -4.9 63.73 -1.69 7 15 4.94 5.5
45.6 1 1017.7 -0.8 -1.6 15.01 -2.03 7 0 1.79 6.2
43.3 1 1015.8 -4.4 6.8 -8.55 2.15 7 12 8.1 11.1
52.8 1 1016.5 -1.2 -1 16.62 -2.45 7 0 1.56 5
47.2 1 1016.9 -0.8 -1.4 18.79 -2.09 7 15 1.61 4.8
25.7 1 1014.8 -2.7 7.8 12.84 1.9 7 15 8.25 11.3
26.9 1 1014.8 -2.9 6.5 7.88 1.99 7 15 7.12 11.3
28 1 1012.8 -1.7 5.2 7.48 1.89 7 18 5.47 11
43.7 1 1014 -1.6 2.4 3.08 2.16 7 21 2.88 13.3
76.6 1 1013.3 6.1 -0.2 4.81 0 7 18 6.1 10.9
93.1 1 1015.2 5.9 -1.9 -24.28 -0.31 7 15 6.2 7.7
79.7 1 1023.7 6 -6.1 -29.09 -0.79 7 15 8.56 5.7
45.1 1 1020.1 5.1 -1.5 -30.69 -0.29 7 12 5.32 6.3
41.9 1 1018.9 5 -3.9 -38.37 -0.66 7 15 6.34 12.3
35.5 1 1019.8 4 -3.9 -9.48 -0.77 7 12 5.59 7.1
30.8 1 1015.8 1 4.3 -6.01 1.34 7 15 4.41 7
54.8 1 1015.7 -1 -1.6 77.13 -2.13 8 0 1.89 3.7
80.3 1 1017 0.3 -3.1 20.79 -1.47 8 15 3.11 7.6
55.1 1 1016.6 3.7 -0.1 28.9 0 8 9 3.7 5
48 1 1016.5 6.2 -3.7 -22.48 -0.54 8 18 7.22 11.2
42.6 1 1016.3 5.9 -4.1 -14.15 -0.61 8 18 7.18 11.2
56.8 1 1018.3 1.8 -4 -51.44 -1.15 8 9 4.39 8.2
44.6 1 1017.2 2.7 -2.8 -27.98 -0.8 8 21 3.89 8.7
50.7 1 1016 0.5 -0.6 -44.82 -0.87 8 15 0.78 4
32.5 1 1013.4 1.3 5.4 13.26 1.33 8 12 5.55 7.6
62.3 2 1010.2 -3.6 8 59.53 1.99 8 12 8.77 13.6
96.4 1 1015.9 3.4 -2 -25.79 -0.53 8 0 3.94 5.5
94.5 1 1017.7 2 -3.6 -28.64 -1.06 8 15 4.12 10.7
80.7 1 1018.3 2.9 -5 -35.52 -1.05 8 9 5.78 6.5
84.3 1 1024.1 0.3 -2.9 -70.85 -1.47 8 0 2.92 7.4
55.6 1 1024 1.9 -4.8 -74.83 -1.19 8 9 5.16 4
70.6 1 1022.9 0 -2.4 -26.23 -1.57 8 15 2.4 5.2
20.4 1 1019.5 3.8 -2.4 -5.28 -0.56 8 18 4.49 8.1
27.9 1 1020.6 0.5 -1 6.61 -1.11 8 21 1.12 8.1
55.5 1 1020.8 -0.1 -1.9 11.89 -1.62 8 15 1.9 5.3
23.3 1 1017.6 3.8 1.9 9.17 0.46 8 18 4.25 9.1
55.6 1 1022.5 -2.1 -5 -21.41 -1.97 8 0 5.42 5.9
51 1 1021.1 -0.8 -3.3 30.61 -1.81 8 0 3.4 5.9
20.8 1 1017.5 4.8 -1.8 6.05 -0.36 8 15 5.13 9.3
36.7 1 1019.6 -2.3 -3.9 22.27 -2.1 8 21 4.53 6.7
41.7 1 1018.2 -0.6 -1.8 14.05 -1.89 8 15 1.9 4.9
56.5 1 1018.4 -1.2 -4.2 -44.93 -1.85 8 15 4.37 4.9
50.9 1 1018.6 -1.2 -3.5 -30.84 -1.9 8 15 3.7 4.9
38.5 4 1017.7 -1.5 -0.8 16.96 -2.65 8 9 1.7 6
31.1 6 1015.9 2 3.8 -13.28 1.09 8 12 4.29 4.8
25.9 1 1013.5 4.4 0.9 16.75 0.2 8 18 4.49 10.8
14.3 5 1013 2.6 -3.5 -13.76 -0.93 8 18 4.36 10.8
61 1 1015.8 7 1.5 52.75 0.21 8 21 7.16 12.9
63.3 1 1016.3 5.5 -1.1 7.21 -0.2 8 0 5.61 9.5
56 1 1015.3 4.1 -3.5 59.32 -0.71 8 21 5.39 13.5
42.9 1 1012.9 1.3 4.5 -2.92 1.29 8 12 4.68 6.5
40.4 1 1012.8 4.9 0.2 5.69 0 8 15 4.9 9.6
33.1 1 1011.6 2 5.2 11.21 1.2 8 15 5.57 9.6
39.2 1 1012.6 3.6 -3 2.98 -0.7 8 18 4.69 10.3
56.8 1 1013.2 -0.7 -1 25.78 -2.18 8 15 1.22 3
57.7 1 1014.2 -0.4 -1.3 -1.56 -1.87 8 15 1.36 4.7
90.1 1 1011.8 -7.2 5.4 268.9 2.5 8 15 9 11.1
80 1 1013.1 -6.8 9.3 218.72 2.2 8 9 11.52 14.2
67 1 1013.6 -5.2 8.6 31.62 2.11 8 12 10.05 14.1
90.5 1 1018.2 0.8 -0.5 -131.53 -0.55 8 15 0.94 7.1
89 1 1019 0.6 -2.2 -100.2 -1.3 8 15 2.28 8.2
54.7 1 1016.4 2.3 1.4 -2.22 0.55 8 18 2.69 4.3
33 1 1017.7 0 -0.8 -17.22 -1.57 8 21 0.8 5.5
58.7 1 1018.1 -0.6 -1.7 -8.38 -1.91 8 15 1.8 5.1
51.3 1 1018.8 -0.3 -1.6 4.19 -1.76 8 15 1.63 4.8
42.5 1 1019.3 -3.9 -0.4 14.31 -3.04 8 9 3.92 4.7
31.2 1 1018 -1.4 5.3 -1.22 1.83 8 12 5.48 7.1
46.5 1 1018.7 -2.1 -1.1 83.49 -2.66 8 0 2.37 5.2
40.3 1 1020.3 -4.6 2.5 45.18 2.64 8 0 5.24 5.6
37.4 1 1019.1 -2.8 2.5 86.64 2.41 8 15 3.75 7.1
37.2 1 1021 -0.7 -1.2 16 -2.1 8 0 1.39 3.8
40.2 1 1020.2 -1.2 -0.8 21.04 -2.56 8 0 1.44 3.8
43.8 1 1019.2 -0.5 -1.6 13.88 -1.87 8 15 1.68 4.3
57 1 1019.4 -0.8 -1.1 18.62 -2.2 8 15 1.36 4.5
50.4 1 1017.6 -0.2 -0.8 -0.07 -1.82 8 15 0.82 4.5
85.3 1 1019.9 4 -3.2 9.49 -0.67 8 0 5.12 6.4
76.8 1 1020.8 4.7 -1.2 -11.59 -0.25 8 0 4.85 6.4
93.2 1 1019.9 2.1 -1.7 4.04 -0.68 8 15 2.7 5.6
55.6 1 1015.5 -0.7 3.2 43.36 1.79 8 15 3.28 8.7
58.2 1 1016.9 2.8 3.6 -1.82 0.91 8 15 4.56 8.7
72.2 1 1017.4 0.9 0.7 7.06 0.66 8 0 1.14 5.3
64.1 2 1012.1 -4.1 8.9 122.82 2 8 15 9.8 16
78.3 2 1011.9 -4.7 6.1 183.68 2.23 8 0 7.7 8.5
84.8 1 1014.4 1.8 -3.9 -53.69 -1.14 8 15 4.3 7.5
79.8 2 1013.8 1.2 -3.6 -34.71 -1.25 8 15 3.79 7.6
75.7 1 1015 2.3 -3.4 -33.79 -0.98 8 9 4.1 8.3
82.7 1 1021.9 8.2 -7.4 -45.74 -0.73 8 15 11.05 11.6
31.7 1 1019.4 -2.8 0 13.93 0 8 9 2.8 4.4
14.6 1 1016.8 -4 8.5 27.58 2.01 8 15 9.39 10.8
18.8 1 1016.8 -3.1 6.5 36.5 2.02 8 18 7.2 9.5
62.5 1 1018.7 -4.7 1.4 110.57 2.85 8 0 4.9 6.7
95.1 1 1020.8 -2.4 -3 20.62 -2.25 8 9 3.84 15.1
76.3 1 1021.6 1.6 -2.9 -5.74 -1.07 8 12 3.31 7
96.1 8 1021.4 0.8 3.4 12.56 1.34 8 12 3.49 7
94.1 2 1020.9 3.8 -0.4 11.72 -0.1 8 15 3.82 7.5
82.3 1 1020 -4.2 3.8 35.01 2.41 8 9 5.66 5.1
88.9 1 1023.9 6.7 -4.7 44.35 -0.61 8 21 8.18 9.1
88.2 1 1024.8 6.7 -6.1 13.63 -0.74 8 15 9.06 14.2
63.4 1 1024.4 3.5 -6.7 69.7 -1.09 9 15 7.56 12.9
47.1 1 1021.6 3.4 -8.9 145.11 -1.21 9 21 9.53 18.4
56.9 1 1021.4 2.9 -10.5 216.74 -1.3 9 21 10.89 18.4
67.1 1 1020.8 2.8 -7.8 171.58 -1.23 9 15 8.29 15.7
51.5 1 1021.9 1.7 -7.2 10.71 -1.34 9 15 7.4 14.1
51.8 1 1020.7 0.1 -10.2 2.15 -1.56 9 15 10.2 14.1
46.2 1 1020.9 -0.6 -9.2 -71.81 -1.64 9 18 9.22 10
61.6 1 1018.7 2.5 -6.4 193.55 -1.2 9 21 6.87 11.3
65 1 1018.2 -1.4 -4.8 3.91 -1.85 9 21 5 10.4
60.2 1 1017.9 -0.7 -5.3 -20.78 -1.7 9 0 5.35 10.6
71.1 1 1017.7 2.2 -1.9 50.77 -0.71 9 0 2.91 10.6
55.6 1 1019.6 -1.5 -5.1 -12.59 -1.86 9 21 5.32 8.3
67.2 1 1021.7 -0.6 -7.1 55.32 -1.66 9 9 7.13 11.9
51 1 1022.6 -3.7 -5.5 59.09 -2.16 9 21 6.63 10.4
78.6 1 1022.7 -0.8 -3.2 21.38 -1.82 9 15 3.3 5.4
76.2 1 1023.1 -0.3 -1.9 9.29 -1.73 9 15 1.92 6.3
44.3 1 1022.2 0.6 4.5 -4.45 1.44 9 12 4.54 4.3
32.5 1 1021.2 0.5 4.2 -0.54 1.45 9 15 4.23 7
41.5 1 1020.6 -1.7 4.4 -0.34 1.94 9 18 4.72 4.5
55.5 1 1021.9 -1.1 1.9 0.8 2.09 9 21 2.2 4.1
63.4 1 1020.2 -1.2 -1.3 52.46 -2.32 9 0 1.77 4.4
54.4 1 1019.2 -1.8 2.3 5.32 2.24 9 9 2.92 3.8
53.1 1 1016.6 -0.1 4.6 22.47 1.59 9 18 4.6 7.7
97 1 1018.4 -0.4 -1 2.36 -1.95 9 0 1.08 4.4
65.3 1 1018.6 -3.5 3.2 13.18 2.4 9 9 4.74 3.9
53.8 1 1016.8 -3 7.3 21.3 1.96 9 12 7.89 9.8
62 1 1016.9 -5 5 40.38 2.36 9 18 7.07 9.5
76.1 5 1019 1.2 4 4.63 1.28 9 12 4.18 7.1
97.3 1 1019 3.4 -1.3 -23.88 -0.37 9 0 3.64 5.1
92.3 1 1020.5 3.6 -3.8 -38.42 -0.81 9 0 5.23 5.1
94.5 1 1019.8 5.9 -3 -33.49 -0.47 9 15 6.62 7
83 1 1018.7 7.4 -4.5 -10.85 -0.55 9 12 8.66 12.8
87.7 1 1016.8 8.1 -4.7 99.02 -0.52 9 9 9.36 18
93.8 1 1018.4 5.7 -4.1 43.93 -0.62 9 12 7.02 16.2
71.4 1 1019.4 2.9 -6.2 86.33 -1.13 9 15 6.84 13.3
58.9 1 1018.1 6 -5.5 79.38 -0.74 9 21 8.14 16.2
46.2 1 1015.5 4.5 -3.1 4.4 -0.6 9 18 5.46 9.9
41 1 1015.1 4.6 -4.1 22.04 -0.73 9 18 6.16 9.9
82.1 1 1016.4 0.1 -1.7 1.78 -1.51 9 15 1.7 3.8
64.6 3 1015.9 -1.4 1.5 29.76 2.32 9 21 2.05 5.8
59.5 1 1015 -0.3 -1.1 13.85 -1.84 9 0 1.14 4.8
68.7 1 1015.8 -0.5 -1.2 26.33 -1.97 9 0 1.3 4.8
53.8 1 1015.4 0.2 -1 1.73 -1.37 9 15 1.02 3.2
32.2 1 1015 4.9 -3.1 -4.5 -0.56 9 15 5.8 5.6
41.8 1 1014.7 2 0 0.38 0 9 18 2 6.1
92 1 1017.5 4.4 -4.5 -19.98 -0.8 9 0 6.29 9.7
49.4 1 1020.3 3.9 -7.2 2.2 -1.07 9 12 8.19 12.4
93.5 1 1020.2 -3.5 4 111.71 2.29 9 21 5.32 9.9
83.7 1 1019.9 -6.7 7.2 60.37 2.32 9 12 9.84 13.7
85.4 1 1018.6 -4.5 5.9 35.28 2.22 9 18 7.42 11.5
90.3 1 1016.8 -2.1 0.8 -14.69 2.77 9 9 2.25 3.2
88.8 1 1014.2 -4.1 3.5 94.88 2.44 9 15 5.39 6.8
90.5 1 1014.8 -5.1 5.2 75.25 2.35 9 9 7.28 11.1
80 1 1013.2 -6.3 6.8 57.23 2.32 9 12 9.27 13
66 1 1013.8 -4.3 8.2 69.65 2.05 9 15 9.26 13.9
95.7 1 1007.7 -8.5 6.7 497.46 2.47 9 21 10.82 17
63.5 1 1016.6 -0.3 -0.7 34.87 -1.98 9 0 0.76 14.8
93.2 1 1009.9 -3.4 6 213.39 2.09 9 15 6.9 7.6
79.4 1 1009.1 13.3 2.9 65.5 0.21 9 9 13.61 21.5
78.2 1 1011.2 4.9 0.4 -26.14 0.09 9 18 4.92 12.7
88.9 1 1011.6 0.6 1.8 8.94 1.25 9 21 1.9 4.9
72.9 1 1006.2 -4 7 82.63 2.09 9 12 8.06 5.7
79.6 2 1000.1 -5.1 5 132.06 2.37 9 18 7.14 11.2
88.3 4 1009.3 -0.6 -0.7 -26.97 -2.28 9 0 0.92 3.1
97.7 2 1016.9 4.2 1.6 -1.59 0.36 9 9 4.49 5.3
98.9 1 1016.8 3.5 2.2 -31.69 0.56 9 9 4.13 5.3
89.5 1 1017 4.7 2.6 -10.96 0.5 9 12 5.37 8.9
87.3 3 1018.5 0.6 -0.6 -13.99 -0.79 9 21 0.85 3.4
91.7 5 1017.1 0.2 -1.6 7.81 -1.45 9 15 1.61 6.5
82.6 1 1017 0.3 -1.8 -1.18 -1.41 9 15 1.82 5.2
65 1 1016.1 0.2 -1.6 20.01 -1.45 9 0 1.61 3.9
90.4 1 1018.6 1.8 -2.6 -13.78 -0.96 9 0 3.16 3.9
89.5 1 1014.7 0.9 -1.3 53.45 -0.96 9 15 1.58 8
85.1 1 1015 1 -1.4 12.78 -0.95 9 15 1.72 8
78.3 6 1014.5 4.6 -3.9 72.3 -0.7 9 12 6.03 5.9
90 6 1015.9 4.4 -6.6 222.97 -0.98 9 21 7.93 9.2
84.8 1 1017.2 2.1 -7.6 134.95 -1.3 9 15 7.88 11.5
94.2 1 1017.8 3.3 -2.3 71.71 -0.61 9 15 4.02 8.8
58.5 1 1019.7 5.2 -3 34.87 -0.52 9 12 6 6.7
92.4 1 1020.8 3.6 -1.8 16.62 -0.46 10 0 4.02 3.3
91.9 1 1019.8 2.9 -2 8.8 -0.6 10 15 3.52 3
96.3 1 1020.7 0.9 -1.4 18.33 -1 10 15 1.66 2.4
86 1 1021.5 0.7 -0.4 -11.42 -0.53 10 0 0.81 8.4
82.5 1 1021.4 0.8 0 12.91 0 10 0 0.8 8.4
69.8 1 1021 0.7 -0.9 -17.09 -0.91 10 15 1.14 6.4
57 1 1020.3 3.4 -2.7 -13.94 -0.67 10 18 4.34 6
76.1 1 1020.1 -0.3 -1.1 -63.95 -1.84 10 15 1.14 3.3
71.8 1 1020.5 -0.2 -1.1 -55.86 -1.75 10 15 1.12 3.3
64.6 1 1017.4 -0.8 -1.1 39.94 -2.2 10 0 1.36 3.8
